sample_id,collection_date,dilution,name,site_name,sewershed_pop,Influenza_A_num_wells,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,Influenza_A_gc_g_dry_weight_pmmov,Influenza_A_gc_g_dry_weight_pmmov_lci,Influenza_A_gc_g_dry_weight_pmmov_uci,Influenza_A_gc_g_dry_weight_trimmed5,Influenza_A_gc_g_dry_weight_trimmed5_pmmov
"OSP700438","2021-12-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700337","2021-12-14",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700437","2021-12-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700442-20211216","2021-12-16",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700453","2021-12-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700466","2021-12-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700458","2021-12-19",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700447","2021-12-20",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700462","2021-12-21",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700464","2021-12-22",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700459","2021-12-23",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700461","2021-12-24",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700449","2021-12-26",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700460","2021-12-27",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700465","2021-12-28",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700451","2021-12-29",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700463","2021-12-30",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700535","2021-12-31",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700534","2022-01-02",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700530","2022-01-03",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700543","2022-01-04",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700542","2022-01-05",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700555","2022-01-06",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700550","2022-01-07",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700544","2022-01-08",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,"","","","","","","","",""
"OSP700551","2022-01-09",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700546","2022-01-10",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700545","2022-01-11",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700528","2022-01-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700554","2022-01-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700531","2022-01-16",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,1454.5454545454545,345.0980392156863,2498.395721925134,0.000001808510638297872,2.879885317639956e-7,0.0000033290327448317482,0,0
"OSP700547","2022-01-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700529","2022-01-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700549","2022-01-20",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700527","2022-01-21",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700536","2022-01-22",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,1642.3567747458408,934.6359815352998,2501.326137118868,0.0000028473224844006204,0.0000011798455228918822,0.0000045147994459093584,0,0
"OSP700541","2022-01-23",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700552","2022-01-24",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700540","2022-01-25",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700548","2022-01-26",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700532","2022-01-27",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700556","2022-01-28",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700480","2022-01-29",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700483","2022-01-30",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700485","2022-02-01",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700484","2022-02-02",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,944.6531009122807,455.4525802105264,1617.2544999298248,0.0000014887280846446292,3.557147556981306e-7,0.000002621741413591128,0,0
"OSP700486","2022-02-03",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,314.88436697076025,4.7651688857390407e-7
"OSP700473","2022-02-04",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,314.88436697076025,4.7651688857390407e-7
"OSP700475","2022-02-05",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,960.2204200634923,436.07869790476195,1643.9066991746033,0.0000014295506657217122,3.2183246996620347e-7,0.0000025372688614772208,0,0
"OSP700478","2022-02-06",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700491","2022-02-07",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700474","2022-02-08",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700496","2022-02-09",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700495","2022-02-10",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700482","2022-02-11",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700468","2022-02-12",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700476","2022-02-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700538","2022-02-14",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700467","2022-02-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700481","2022-02-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700487","2022-02-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700490","2022-02-19",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700493","2022-02-20",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700492","2022-02-21",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,5,0,0,0,0,0,0,0,0
"OSP700471","2022-02-22",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700470","2022-02-23",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700494","2022-02-24",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700472","2022-02-25",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700477","2022-02-26",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700537","2022-02-27",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700539","2022-03-01",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700479","2022-03-02",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700489","2022-03-03",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700488","2022-03-04",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,0,0
"OSP700469","2022-03-05",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,948.9020329477029,270.29301218418243,1624.5289170062592,0.0000021567938682311456,4.6982687414138717e-7,0.0000038437608623209036,316.3006776492343,5.297940295013618e-9
"OSP220306","2022-03-06",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,8,0,0,0,0,0,0,316.3006776492343,5.297940295013618e-9
"OSP700499","2022-03-07",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1078.539159703704,351.008684562963,1758.5093888000001,1.5893820885040853e-8,-0.0000010893015091876267,0.0000011210891509577082,316.3006776492343,5.297940295013618e-9
"OSP700525","2022-03-08",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,0,0
"OSP700523","2022-03-09",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,359.51305323456796,5.297940295013618e-9
"OSP700526","2022-03-10",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,8,0,0,0,0,0,0,0,0
"OSP700524","2022-03-11",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1081.8806994292445,546.1343874533973,1852.190742890039,0.00000239792569945908,5.430080491784821e-7,0.000004252843349739678,360.6268998097482,4.580094251070433e-7
"OSP700519","2022-03-12",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,360.6268998097482,4.580094251070433e-7
"OSP700511","2022-03-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1267.831812622727,579.2759438996674,2170.5404404670967,0.00000137402827532113,3.086260781022765e-7,0.0000024394304725399834,360.6268998097482,4.580094251070433e-7
"OSP700518","2022-03-14",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,422.6106042075757,4.580094251070433e-7
"OSP700522","2022-03-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,869.2041280969246,0.0000013523375462570275
"OSP700508","2022-03-16",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1339.7805716680466,624.9282994995943,2139.977138975392,0.0000026829843634499525,0.0000010008739051433863,0.000004365094821756519,964.1818227482078,0.0000025868127304143416
"OSP700505","2022-03-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1552.7648965765766,550.767020900901,2804.819796756757,0.0000050774538277930714,6.607777607988295e-7,0.000009494129894787313,2170.912027025725,0.000004755439291739128
"OSP700517","2022-03-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,6096.487800814829,4483.1695043452655,7610.851339160587,0.000010840876684909172,0.000007271110947872797,0.000014410642421945546,2170.912027025725,0.000004755439291739128
"OSP700515","2022-03-19",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,3620.1906128325513,2566.95396657277,4769.949099467919,0.0000065058796839743606,0.000004185881104665266,0.000008825878263283455,2026.3543560975147,0.000004686462653717435
"OSP700520","2022-03-20",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,0,0,0,0,0,0,1508.7660572386555,0.0000029939780444530784
"OSP700507","2022-03-21",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,906.1075588834154,257.7677246633826,1752.4992893267654,0.0000024760544493848733,1.1039446902334887e-7,0.000004841714429746397,877.6796433175326,0.000002973140532721548
"OSP700498","2022-03-22",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,302.03585296113846,8.253514831282911e-7
"OSP700514","2022-03-23",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1726.9313710691824,700.154582138365,2758.359259371069,0.00000644336714877977,0.000002220085440465728,0.000010666648857093812,302.03585296113846,8.253514831282911e-7
"OSP700497","2022-03-24",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,388.51873742222216,5.668949442654462e-7
"OSP700521","2022-03-25",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,1,0,0,0,0,0,0,830.0109231877863,0.0000015959823443846992
"OSP700510","2022-03-26",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1165.5562122666665,669.3180400000001,1861.6950512,0.0000017006848327963384,6.061308325156606e-7,0.000002795238833077016,388.51873742222216,5.668949442654462e-7
"OSP700516","2022-03-27",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1324.476557296692,812.16507543248,2017.1910981586839,0.0000030872622003577594,0.0000013960838790575404,0.000004778440521657978,830.0109231877863,0.0000015959823443846992
"OSP700512","2022-03-28",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,1702.6867000920895,0.0000029687751336592264
"OSP700503","2022-03-29",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,3392.616615686274,2380.4730643137254,4778.665362352942,0.000009009791234851091,0.000004932775532785344,0.000013086806936916839,1944.7526214389436,0.000003872379448374955
"OSP700513","2022-03-30",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2618.0273307129096,1675.909539267823,3661.6649242389212,0.000004118378367823581,0.000002336797583878324,0.000005899959151768838,2177.7949679128747,0.000003783848588733403
"OSP700509","2022-04-01",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1891.7539763072296,785.2436869052519,2881.1579658871296,0.000004411497776943523,0.000001691116079355771,0.000007131879474531275,2177.7949679128747,0.000003783848588733403
"OSP700506","2022-04-02",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2023.6035967184844,1175.4456688376056,2894.3518797556553,0.000002821669621433102,0.0000015331204016603962,0.000004110218841205808,1698.6744939077619,0.0000027990921151281306
"OSP700502","2022-04-04",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,948.7211706666667,272.8805442666667,1630.5952272000002,1.844123543140557e-8,-3.7373708192554116e-7,4.106195527883523e-7,1351.8324313187627,0.0000018531431017764553
"OSP700501","2022-04-05",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1180.665908697572,373.03103124061806,2182.4652524503313,0.000001457228356127709,1.7587806732343682e-7,0.0000027385786449319814,1168.7158926002073,0.000001766793303229133
"OSP700500","2022-04-07",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,983.0774089514867,564.5301889201878,1570.228306729265,0.000001280531327768555,4.843574095851316e-7,0.0000020767052459519785,1153.8436605587103,0.000001349591754868974
"OSP700266","2022-04-08",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1342.4043601515632,750.3548472165727,2144.167427738276,0.0000025626202257911345,9.462928882516971e-7,0.000004178947563330572,1273.619310958736,0.0000017769547208765003
"OSP700265","2022-04-09",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,1297.7876640270727,644.1139627749578,2086.125251032149,0.0000013110155807106577,4.842745601120955e-7,0.00000213775660130922,1207.7564777100408,0.000001718055711423449
"OSP700264","2022-04-10",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2797.11462833263,1112.758423443193,4111.789166927342,0.000004609885072366965,0.0000016282553513500707,0.000007591514793383859,1812.4355508370888,0.0000028278402929562527
"OSP700262","2022-04-11",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,2360.6315728144978,0.000003852625806800413
"OSP700261","2022-04-12",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,2986.9924260837893,1769.5760250637525,4036.9511519125695,0.000008011570936506492,0.000004427749867509302,0.000011595392005503682,2937.6932517033797,0.000005604213963924736
"OSP700260","2022-04-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,7490.713815182307,5473.6338951737425,9522.208269091632,0.000005636976767323616,0.000003969474578187828,0.000007304478956459405,3375.1997869436673,0.000006377263624053688
"OSP700435","2022-04-14",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,3028.97270069372,2203.4233834545703,4038.759367608259,0.0000065657800520836275,0.000004257500575890248,0.000008874059528277007,3375.1997869436673,0.000006377263624053688
"OSP700444-2022-04-15","2022-04-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,4109.634234053491,3071.34341765947,5625.820658844843,0.000006929034052753818,0.0000042450139377523915,0.000009613054167755245,2379.535644915737,0.000004067585606469081
"OSP700433","2022-04-16",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,2379.535644915737,0.000004498271368279148
"OSP700424","2022-04-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,8,0,0,0,0,0,0,1952.7261529159239,0.0000033328764327792677
"OSP700656","2022-04-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,13965.894587840672,11460.24428008386,16619.24346498952,0.000026420124039942818,0.00001986888494385893,0.00003297136313602671,1074.5800039429278,0.0000021488641671566926
"OSP700441-2022-04-19","2022-04-19",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1748.5442246942803,970.559654122288,2663.049237080868,0.0000030695952455839854,0.000001396644657966376,0.000004742545833201594,1528.3751912572773,0.0000025726456905925763
"OSP700421","2022-04-20",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1475.1957871345028,917.6808664327485,2168.5515232748535,0.0000033769972558860925,0.0000016605388386400785,0.000005093455673132107,3088.8256741183664,0.000007119657334052733
"OSP700623","2022-04-21",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1361.385561943049,510.92133049246235,2174.4870662646567,0.0000012713445703076499,4.2825523170707866e-7,0.000002114433908908221,2364.860453076017,0.0000040343265569421385
"OSP700443","2022-04-22",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,7,6042.737010526315,4272.954157192981,7628.532182456139,0.000014912379500688121,0.000010219478916318666,0.000019605280085057577,2285.4755376959956,0.0000034349096651833603
"OSP700595","2022-04-23",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,3870.8413473992678,2232.9801605860807,5483.106815531137,0.000005656387169356339,0.0000031677619831592505,0.000008145012355553428,2247.5387959655113,0.0000030566324106980836
"OSP700445-220424","2022-04-24",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1510.3894785542166,867.3374669879518,2412.4841137349395,0.0000010851374816411058,3.904626761700615e-7,0.0000017798122871121502,2133.0374158542268,0.0000029945633811425685
"OSP700442","2022-04-25",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1017.8814216091956,293.38142651341,1742.6218335632188,0.0000022421654924302615,5.734870452919111e-7,0.000003910843939568612,1506.9311244721414,0.0000024130980657256234
"OSP700428","2022-04-26",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,1506.9311244721414,0.0000024130980657256234
"OSP700431","2022-04-27",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1992.522473253012,1080.3489079518072,3034.6326078714856,0.000003911991223105503,0.0000017541876288748424,0.000006069794817336164,2243.661987776892,0.0000038749030425741526
"OSP700446-2022-04-28","2022-04-28",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,4172.614007719299,2985.483721403509,5639.337656842106,0.000008232986782230907,0.000005094407011389399,0.000011371566553072416,1904.368180573827,0.000003127514545097398
"OSP700418","2022-04-29",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,3720.5820684684686,2662.0557716756753,5028.415370378379,0.000005470552412186692,0.0000034050979642312536,0.000007536006860142131,2709.4730864675466,0.000003643955438490467
"OSP700440-202220430","2022-04-30",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,2334.700124774514,0.000002824987956320474
"OSP700430","2022-05-01",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2415.3147176811594,1535.009523146998,3550.5386116770187,0.0000015493226801792047,7.838114025514485e-7,0.0000023148339578069608,1094.5061019516909,0.0000010014704855915765
"OSP700436","2022-05-02",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,868.2035881739131,420.2956306550725,1486.3731204637681,0.0000014550887765955254,3.402916718852997e-7,0.000002569885881305751,289.40119605797105,4.850295921985084e-7
"OSP700432","2022-05-03",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,1094.5061019516909,0.0000010014704855915765
"OSP700438-20220504","2022-05-04",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,1092.373580922836,0.0000017877899402003514
"OSP700426","2022-05-05",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,3515.8353407783416,2515.5604791878172,4751.697611370559,0.000005304337790557178,0.0000031695411496645193,0.000007439134431449836,1156.4188603520445,0.000002268454669989425
"OSP700434","2022-05-06",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2408.917154594595,1338.3816223423426,3541.131545945946,0.000003908281044005528,0.0000018556586467738895,0.000005960903441237168,1761.8526467676127,0.000003289900194892814
"OSP700427","2022-05-07",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,1060.3394264615383,338.38906858119657,1930.7758052649572,0.0000028970829659627462,4.1814790190300476e-7,0.000005376018030022488,1878.306229297732,0.000003289900194892814
"OSP700423","2022-05-08",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1816.3013592467044,1006.9687261770246,2766.2455026742,0.0000030643365747101676,0.0000013342848558972037,0.000004794388293523132,1786.5484803303025,0.000003289900194892814
"OSP700425","2022-05-09",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,1409.7001740518963,683.3187123353293,2413.422761516966,0.0000013429047803328446,3.401616581826743e-7,0.000002345647902483015,1428.7803199200462,0.0000024347747736685862
"OSP700422","2022-05-10",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2133.6439076923075,1308.3437312820513,3249.5621941880345,0.0000047182650579739905,0.0000020266432299875284,0.000007409886885960452,1577.4356918278247,0.000002414614275504206
"OSP700263","2022-05-11",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,0,0,0,0,0,0,1513.9724039433302,0.0000023303449184550143
"OSP700419","2022-05-12",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1506.3055421848742,968.2985747899161,2214.2840031372552,0.000002836601471469606,0.0000013481184443159444,0.000004325084498623268,1492.6890272734424,0.0000027786973214691255
"OSP700420","2022-05-13",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1625.9114955932205,952.0031132203391,2390.107192768362,0.0000028115285035625923,0.0000014287500284582135,0.000004194306978666971,1492.6890272734424,0.0000027786973214691255
"OSP700439-20220514","2022-05-14",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1345.8500440422322,825.271437224736,2049.742421236802,0.000002687961989375178,0.000001100675648110324,0.000004275248330640032,1673.0500092985806,0.0000027786973214691255
"OSP700437-20220515","2022-05-15",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,9,3964.143061529052,2516.611818470948,5827.3372300917445,0.0000028944834800899314,0.0000014702403384220438,0.000004318726621757819,2492.3291824133066,0.0000027979913243425677
"OSP700429","2022-05-16",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,1886.932990117647,1157.0614927058823,2873.818079372549,0.0000025579518266670493,0.0000011108462714638063,0.000004005057381870292,2744.1633264471857,0.0000031342685316807384
"OSP700592","2022-05-17",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,4712.296121152263,3478.0396846090543,6208.903014320988,0.000005836785810727495,0.000003854207489278409,0.000007819364132176581,3685.951036792058,0.00000418387647213151
"OSP700593","2022-05-18",1,"Oceanside, San Francisco, CA","Oceanside Water Pollution Control Plant",250000,10,2381.413927694859,1407.4621707462688,3330.7304825207298,0.000003820360125577106,0.0000020670929384228847,0.000005573627312731328,4829.267573340882,0.00000645907492764412
